Segment        Offset         Length         
516            4735492        512            
517            4976108        512            
518            4976268        512            
519            4976404        512            
520            4976540        512            
521            4977004        512            
522            4735036        512            
523            4977492        512            
524            3662912        512            
525            5001644        544            
526            4977628        512            
527            5207512        352            
528            5002188        328            
529            4977748        512            
530            4977900        512            
531            5002516        512            
532            5002668        512            
533            5206152        328            
534            5002820        512            
535            5002972        512            
536            5003300        512            
537            5003420        512            
538            5207048        328            
539            5205992        512            
540            5206480        512            
541            5206640        512            
542            5206776        512            
543            5206912        512            
544            5207376        512            
545            5003124        512            
546            5207864        512            
547            5690976        328            
548            4173872        512            
549            5256868        1056           
550            5328140        352            
551            5258012        328            
552            5257860        512            
553            5258340        512            
554            5258492        512            
555            5258644        512            
556            5277684        328            
557            5276884        512            
558            5277036        512            
559            5258796        512            
560            5277364        512            
561            5278580        328            
562            5277524        512            
563            5278012        512            
564            5278172        512            
565            5278308        512            
566            5278444        512            
567            5328004        512            
568            5277188        512            
569            5328492        512            
570            4577060        512            
571            5328628        1056           
572            5419332        352            
573            5329444        328            
574            5329292        512            
575            5329772        512            
576            5345564        512            
577            5345716        512            
578            5346668        328            
579            5345868        512            
580            5346020        512            
581            5329924        512            
582            5346348        512            
583            5418868        328            
584            5346508        512            
585            5346996        512            
586            5347156        512            
587            5347292        512            
588            5347428        512            
589            5419196        512            
590            5346172        512            
591            5419684        512            
592            4735172        512            
593            5419820        1056           
594            5639520        352            
595            5441316        328            
596            5420484        512            
597            5420636        512            
598            5441644        512            
599            5441796        512            
600            5442748        328            
601            5441948        512            
602            5442100        512            
603            5420788        512            
604            5442428        512            
605            5639056        328            
606            5442588        512            
607            5443076        512            
608            5638648        512            
609            5638784        512            
610            5638920        512            
611            5639384        512            
612            5442252        512            
613            5639872        512            
614            5003260        512            
615            5640008        544            
616            5443236        512            
617            5690368        352            
618            5659744        328            
619            5659592        512            
620            5660072        512            
621            5660224        512            
622            5660376        512            
623            5689304        328            
624            5660528        512            
625            5660680        512            
626            5640552        512            
627            5661008        512            
628            5689904        328            
629            5661168        512            
630            5661328        512            
631            5661488        512            
632            5689632        512            
633            5689768        512            
634            5690232        512            
635            5660832        512            
636            5690720        512            
637            6634108        328            
638            5208000        512            
639            5696056        544            
640            5690856        512            
641            5913804        352            
642            5696752        328            
643            5696600        512            
644            5697080        512            
645            5697232        512            
646            5697384        512            
647            5868112        328            
648            5697536        512            
649            5697688        512            
650            5867672        512            
651            5867792        512            
652            5869008        328            
653            5867952        512            
654            5868440        512            
655            5868600        512            
656            5868736        512            
657            5868872        512            
658            5869336        512            
659            5869472        512            
660            5697840        512            
661            5277324        512            
662            5914156        544            
663            5697976        512            
664            6044144        352            
665            5914852        328            
666            5914700        512            
667            5915180        512            
668            5915332        512            
669            5915484        512            
670            6013132        328            
671            5915636        512            
672            6012364        512            
673            6012692        512            
674            6012812        512            
675            6014028        328            
676            6012972        512            
677            6013460        512            
678            6013620        512            
679            6013756        512            
680            6013892        512            
681            6044008        512            
682            6012516        512            
683            6044496        512            
684            5346308        512            
685            6044632        1056           
686            6489840        352            
687            6045448        328            
688            6045296        512            
689            6045776        512            
690            6141656        512            
691            6141808        512            
692            6142760        328            
693            6141960        512            
694            6142112        512            
695            6045928        512            
696            6142440        512            
697            6489376        328            
698            6142600        512            
699            6143088        512            
700            6143248        512            
701            6143384        512            
702            6143520        512            
703            6489704        512            
704            6142264        512            
705            6490192        512            
706            5442388        512            
707            6490328        1056           
708            6625004        352            
709            6522784        328            
710            6490992        512            
711            6491144        512            
712            6523112        512            
713            6523264        512            
714            6524216        328            
715            6523416        512            
716            6523568        512            
717            6491296        512            
718            6523896        512            
719            6624540        328            
720            6524056        512            
721            6524544        512            
722            6624132        512            
723            6624268        512            
724            6624404        512            
725            6624868        512            
726            6523720        512            
727            6625356        512            
728            7553580        328            
729            5660968        512            
730            6625492        544            
731            6524704        512            
732            6716356        352            
733            6634588        328            
734            6634436        512            
735            6634916        512            
736            6635068        512            
737            6635220        512            
738            6715132        328            
739            6635372        512            
740            6635524        512            
741            6626036        512            
742            6635852        512            
743            6715892        328            
744            6714972        512            
745            6715460        512            
746            6636012        512            
747            6715620        512            
748            6715756        512            
749            6716220        512            
750            6635676        512            
751            6716708        512            
752            6012652        512            
753            6732576        544            
754            6716844        512            
755            7152588        352            
756            6733272        328            
757            6733120        512            
758            6733600        512            
759            6733752        512            
760            6733904        512            
761            7151228        328            
762            6734056        512            
763            6734208        512            
764            6716876        512            
765            7150908        512            
766            7152124        328            
767            7151068        512            
768            7151556        512            
769            7151716        512            
770            7151852        512            
771            7151988        512            
772            7152452        512            
773            6734360        512            
774            7252204        512            
775            6142400        512            
776            7252340        544            
777            6734496        512            
778            7491292        352            
779            7253036        328            
780            7252884        512            
781            7253364        512            
782            7253516        512            
783            7253668        512            
784            7432812        328            
785            7253820        512            
786            7253972        512            
787            7254124        512            
788            7432492        512            
789            7433708        328            
790            7432652        512            
791            7433140        512            
792            7433300        512            
793            7433436        512            
794            7433572        512            
795            7434036        512            
796            7432316        512            
797            7434172        512            
798            6523856        512            
799            7491644        1056           
800            7552428        352            
801            7492460        328            
802            7492308        512            
803            7492788        512            
804            7492940        512            
805            7493092        512            
806            7524188        328            
807            7523268        512            
808            7523420        512            
809            7523748        512            
810            7523868        512            
811            7552100        328            
812            7524028        512            
813            7524516        512            
814            7524676        512            
815            7524812        512            
816            7524948        512            
817            7525084        512            
818            7523572        512            
819            7552780        512            
820            8125268        328            
821            6635812        512            
822            7552916        1056           
823            7717644        352            
824            7564676        328            
825            7553908        512            
826            7565004        512            
827            7565156        512            
828            7565308        512            
829            7566380        328            
830            7565460        512            
831            7565612        512            
832            7565940        512            
833            7566060        512            
834            7717180        328            
835            7566220        512            
836            7716612        512            
837            7716772        512            
838            7716908        512            
839            7717044        512            
840            7717508        512            
841            7565764        512            
842            7717996        512            
843            7432452        512            
844            7734916        544            
845            7718132        512            
846            7863704        352            
847            7735460        328            
848            7718252        512            
849            7718404        512            
850            7735788        512            
851            7735940        512            
852            7862344        328            
853            7736092        512            
854            7736244        512            
855            7736572        512            
856            7736692        512            
857            7863240        328            
858            7862184        512            
859            7862672        512            
860            7862832        512            
861            7862968        512            
862            7863104        512            
863            7863568        512            
864            7736396        512            
865            7864056        512            
866            7523708        512            
867            7888116        1056           
868            7984072        352            
869            7888932        328            
870            7888780        512            
871            7889260        512            
872            7889412        512            
873            7889564        512            
874            7957300        328            
875            7889716        512            
876            7889868        512            
877            7890020        512            
878            7956980        512            
879            7958196        328            
880            7957140        512            
881            7957628        512            
882            7957788        512            
883            7957924        512            
884            7958060        512            
885            7958524        512            
886            7956804        512            
887            7958660        512            
888            7565900        512            
889            7984424        1056           
890            8124116        352            
891            7985240        328            
892            7985088        512            
893            7985568        512            
894            7985720        512            
895            7985872        512            
896            8061160        328            
897            8060240        512            
898            8060392        512            
899            8060720        512            
900            8060840        512            
901            8123788        328            
902            8061000        512            
903            8061488        512            
904            8061648        512            
905            8061784        512            
906            8061920        512            
907            8062056        512            
908            8060544        512            
909            8124468        512            
910            8535504        328            
911            7736532        512            
912            8124604        1056           
913            8184572        352            
914            8135588        328            
915            8125596        512            
916            8135916        512            
917            8136068        512            
918            8136220        512            
919            8137292        328            
920            8136372        512            
921            8136524        512            
922            8136852        512            
923            8136972        512            
924            8184108        328            
925            8137132        512            
926            8183540        512            
927            8183700        512            
928            8183836        512            
929            8183972        512            
930            8184436        512            
931            8136676        512            
932            8184924        512            
933            7864192        512            
934            8190260        544            
935            8185060        512            
936            8302688        352            
937            3655464        328            
938            8185180        512            
939            3655792        512            
940            8185332        512            
941            8191508        512            
942            8301328        328            
943            8191660        512            
944            8191812        512            
945            8192140        512            
946            8301008        512            
947            8302224        328            
948            8301168        512            
949            8301656        512            
950            8301816        512            
951            8301952        512            
952            8302088        512            
953            8302552        512            
954            8191964        512            
955            8325260        512            
956            7956940        512            
957            8325396        1056           
958            8409760        352            
959            8326212        328            
960            8326060        512            
961            8326540        512            
962            8326692        512            
963            8326844        512            
964            8389460        328            
965            8326996        512            
966            8327148        512            
967            8389020        512            
968            8389140        512            
969            8390356        328            
970            8389300        512            
971            8389788        512            
972            8389948        512            
973            8390084        512            
974            8390220        512            
975            8390684        512            
976            8388844        512            
977            8410112        512            
978            8060680        512            
979            8410248        1056           
980            8534352        352            
981            8411064        328            
982            8410912        512            
983            8411392        512            
984            8411544        512            
985            8475408        512            
986            8476480        328            
987            8475560        512            
988            8475712        512            
989            8476040        512            
990            8476160        512            
991            8533888        328            
992            8476320        512            
993            8476808        512            
994            8476968        512            
995            8477104        512            
996            8477240        512            
997            8534216        512            
998            8475864        512            
999            8534704        512            
1000           9420732        328            
1001           8136812        512            
1002           8534840        1056           
1003           8627816        352            
1004           8549224        328            
1005           8549072        512            
1006           8549552        512            
1007           8549704        512            
1008           8549856        512            
1009           8626616        328            
1010           8550008        512            
1011           8550160        512            
1012           8550488        512            
1013           8550608        512            
1014           8627352        328            
